ID,labels,split,,,
00786968.jpg,LY,phase1_train,,,
00786857.jpg,MO,phase1_train,,,
00786868.jpg,MO,phase1_train,,,
00786888.jpg,MO,phase1_train,,,
00786900.jpg,MO,phase1_train,,,
00786914.jpg,MO,phase1_train,,,
00786876.jpg,MY,phase1_train,,,
00786910.jpg,MY,phase1_train,,,
00786939.jpg,MY,phase1_train,,,
00786955.jpg,MY,phase1_train,,,
00786956.jpg,MY,phase1_train,,,
00786969.jpg,MY,phase1_train,,,
00786842.jpg,SNE,phase1_train,,,
00786844.jpg,SNE,phase1_train,,,
00786845.jpg,SNE,phase1_train,,,
00786846.jpg,SNE,phase1_train,,,
00786847.jpg,SNE,phase1_train,,,
00786848.jpg,SNE,phase1_train,,,
00786854.jpg,SNE,phase1_train,,,
00786856.jpg,SNE,phase1_train,,,
00786858.jpg,SNE,phase1_train,,,
00786859.jpg,SNE,phase1_train,,,
00786861.jpg,SNE,phase1_train,,,
00786862.jpg,SNE,phase1_train,,,
00786863.jpg,SNE,phase1_train,,,
00786864.jpg,SNE,phase1_train,,,
00786865.jpg,SNE,phase1_train,,,
00786866.jpg,SNE,phase1_train,,,
00786867.jpg,SNE,phase1_train,,,
00786870.jpg,SNE,phase1_train,,,
00786871.jpg,SNE,phase1_train,,,
00786873.jpg,SNE,phase1_train,,,
00786874.jpg,SNE,phase1_train,,,
00786875.jpg,SNE,phase1_train,,,
00786877.jpg,SNE,phase1_train,,,
00786878.jpg,SNE,phase1_train,,,
00786879.jpg,SNE,phase1_train,,,
00786881.jpg,SNE,phase1_train,,,
00786882.jpg,SNE,phase1_train,,,
00786884.jpg,SNE,phase1_train,,,
00786887.jpg,SNE,phase1_train,,,
00786889.jpg,SNE,phase1_train,,,
00786890.jpg,SNE,phase1_train,,,
00786891.jpg,SNE,phase1_train,,,
00786892.jpg,SNE,phase1_train,,,
00786893.jpg,SNE,phase1_train,,,
00786894.jpg,SNE,phase1_train,,,
00786895.jpg,SNE,phase1_train,,,
00786897.jpg,SNE,phase1_train,,,
00786899.jpg,SNE,phase1_train,,,
00786901.jpg,SNE,phase1_train,,,
00786905.jpg,SNE,phase1_train,,,
00786906.jpg,SNE,phase1_train,,,
00786907.jpg,SNE,phase1_train,,,
00786913.jpg,SNE,phase1_train,,,
00786916.jpg,SNE,phase1_train,,,
00786917.jpg,SNE,phase1_train,,,
00786918.jpg,SNE,phase1_train,,,
00786923.jpg,SNE,phase1_train,,,
00786925.jpg,SNE,phase1_train,,,
00786928.jpg,SNE,phase1_train,,,
00786929.jpg,SNE,phase1_train,,,
00786930.jpg,SNE,phase1_train,,,
00786934.jpg,SNE,phase1_train,,,
00786935.jpg,SNE,phase1_train,,,
00786937.jpg,SNE,phase1_train,,,
00786940.jpg,SNE,phase1_train,,,
00786941.jpg,SNE,phase1_train,,,
00786945.jpg,SNE,phase1_train,,,
00786948.jpg,SNE,phase1_train,,,
00786950.jpg,SNE,phase1_train,,,
00786954.jpg,SNE,phase1_train,,,
00786957.jpg,SNE,phase1_train,,,
00786958.jpg,SNE,phase1_train,,,
00786962.jpg,SNE,phase1_train,,,
00786963.jpg,SNE,phase1_train,,,
00786964.jpg,SNE,phase1_train,,,
00786965.jpg,SNE,phase1_train,,,
00786966.jpg,SNE,phase1_train,,,
00786967.jpg,SNE,phase1_train,,,
00786970.jpg,SNE,phase1_train,,,
00786971.jpg,SNE,phase1_train,,,
00786973.jpg,SNE,phase1_train,,,
00786974.jpg,SNE,phase1_train,,,
00786579.jpg,BA,phase1_train,,,
00786630.jpg,BA,phase1_train,,,
00786574.jpg,BL,phase1_train,,,
00786576.jpg,BL,phase1_train,,,
00786577.jpg,BL,phase1_train,,,
00786578.jpg,BL,phase1_train,,,
00786580.jpg,BL,phase1_train,,,
00786581.jpg,BL,phase1_train,,,
00786582.jpg,BL,phase1_train,,,
00786583.jpg,BL,phase1_train,,,
00786585.jpg,BL,phase1_train,,,
00786586.jpg,BL,phase1_train,,,
00786587.jpg,BL,phase1_train,,,
00786588.jpg,BL,phase1_train,,,
00786589.jpg,BL,phase1_train,,,
00786590.jpg,BL,phase1_train,,,
00786591.jpg,BL,phase1_train,,,
00786592.jpg,BL,phase1_train,,,
00786593.jpg,BL,phase1_train,,,
00786594.jpg,BL,phase1_train,,,
00786595.jpg,BL,phase1_train,,,
00786596.jpg,BL,phase1_train,,,
00786600.jpg,BL,phase1_train,,,
00786601.jpg,BL,phase1_train,,,
00786603.jpg,BL,phase1_train,,,
00786605.jpg,BL,phase1_train,,,
00786606.jpg,BL,phase1_train,,,
00786607.jpg,BL,phase1_train,,,
00786609.jpg,BL,phase1_train,,,
00786611.jpg,BL,phase1_train,,,
00786612.jpg,BL,phase1_train,,,
00786613.jpg,BL,phase1_train,,,
00786615.jpg,BL,phase1_train,,,
00786616.jpg,BL,phase1_train,,,
00786617.jpg,BL,phase1_train,,,
00786618.jpg,BL,phase1_train,,,
00786619.jpg,BL,phase1_train,,,
00786620.jpg,BL,phase1_train,,,
00786621.jpg,BL,phase1_train,,,
00786622.jpg,BL,phase1_train,,,
00786623.jpg,BL,phase1_train,,,
00786624.jpg,BL,phase1_train,,,
00786625.jpg,BL,phase1_train,,,
00786626.jpg,BL,phase1_train,,,
00786627.jpg,BL,phase1_train,,,
00786628.jpg,BL,phase1_train,,,
00786629.jpg,BL,phase1_train,,,
00786631.jpg,BL,phase1_train,,,
00786632.jpg,BL,phase1_train,,,
00786633.jpg,BL,phase1_train,,,
00786634.jpg,BL,phase1_train,,,
00786635.jpg,BL,phase1_train,,,
00786636.jpg,BL,phase1_train,,,
00786637.jpg,BL,phase1_train,,,
00786639.jpg,BL,phase1_train,,,
00786640.jpg,BL,phase1_train,,,
00786641.jpg,BL,phase1_train,,,
00786642.jpg,BL,phase1_train,,,
00786643.jpg,BL,phase1_train,,,
00786644.jpg,BL,phase1_train,,,
00786645.jpg,BL,phase1_train,,,
00786646.jpg,BL,phase1_train,,,
00786647.jpg,BL,phase1_train,,,
00786648.jpg,BL,phase1_train,,,
00786649.jpg,BL,phase1_train,,,
00786650.jpg,BL,phase1_train,,,
00786651.jpg,BL,phase1_train,,,
00786652.jpg,BL,phase1_train,,,
00786653.jpg,BL,phase1_train,,,
00786654.jpg,BL,phase1_train,,,
00786655.jpg,BL,phase1_train,,,
00786656.jpg,BL,phase1_train,,,
00786657.jpg,BL,phase1_train,,,
00786659.jpg,BL,phase1_train,,,
00786661.jpg,BL,phase1_train,,,
00786662.jpg,BL,phase1_train,,,
00786663.jpg,BL,phase1_train,,,
00786664.jpg,BL,phase1_train,,,
00786666.jpg,BL,phase1_train,,,
00786667.jpg,BL,phase1_train,,,
00786668.jpg,BL,phase1_train,,,
00786669.jpg,BL,phase1_train,,,
00786670.jpg,BL,phase1_train,,,
00786671.jpg,BL,phase1_train,,,
00786672.jpg,BL,phase1_train,,,
00786673.jpg,BL,phase1_train,,,
00786674.jpg,BL,phase1_train,,,
00786675.jpg,BL,phase1_train,,,
00786676.jpg,BL,phase1_train,,,
00786677.jpg,BL,phase1_train,,,
00786678.jpg,BL,phase1_train,,,
00786679.jpg,BL,phase1_train,,,
00786680.jpg,BL,phase1_train,,,
00786681.jpg,BL,phase1_train,,,
00786682.jpg,BL,phase1_train,,,
00786683.jpg,BL,phase1_train,,,
00786684.jpg,BL,phase1_train,,,
00786685.jpg,BL,phase1_train,,,
00786686.jpg,BL,phase1_train,,,
00786688.jpg,BL,phase1_train,,,
00786689.jpg,BL,phase1_train,,,
00786690.jpg,BL,phase1_train,,,
00786573.jpg,BL,phase1_train,,,
00786584.jpg,LY,phase1_train,,,
00786597.jpg,LY,phase1_train,,,
00786602.jpg,LY,phase1_train,,,
00786658.jpg,BL,phase1_train,,,
00786660.jpg,BL,phase1_train,,,
00786638.jpg,MO,phase1_train,,,
00786665.jpg,MO,phase1_train,,,
00786687.jpg,SNE,phase1_train,,,
00815032.jpg,BA,phase1_train,,,
00814943.jpg,EO,phase1_train,,,
00815014.jpg,EO,phase1_train,,,
00814942.jpg,LY,phase1_train,,,
00814947.jpg,VLY,phase1_train,,,
00814988.jpg,LY,phase1_train,,,
00814995.jpg,LY,phase1_train,,,
00815001.jpg,LY,phase1_train,,,
00815016.jpg,LY,phase1_train,,,
00815017.jpg,LY,phase1_train,,,
00815022.jpg,LY,phase1_train,,,
00815034.jpg,LY,phase1_train,,,
00815038.jpg,LY,phase1_train,,,
00815041.jpg,LY,phase1_train,,,
00815044.jpg,LY,phase1_train,,,
00815053.jpg,LY,phase1_train,,,
00815055.jpg,LY,phase1_train,,,
00815079.jpg,LY,phase1_train,,,
00815080.jpg,LY,phase1_train,,,
00815086.jpg,LY,phase1_train,,,
00815088.jpg,LY,phase1_train,,,
00815091.jpg,LY,phase1_train,,,
00815104.jpg,LY,phase1_train,,,
00814935.jpg,MO,phase1_train,,,
00814937.jpg,MO,phase1_train,,,
00814946.jpg,MO,phase1_train,,,
00814987.jpg,MO,phase1_train,,,
00814993.jpg,MO,phase1_train,,,
00815021.jpg,MO,phase1_train,,,
00815050.jpg,MO,phase1_train,,,
00815082.jpg,MO,phase1_train,,,
00815092.jpg,MO,phase1_train,,,
00815101.jpg,MO,phase1_train,,,
00815102.jpg,MO,phase1_train,,,
00814936.jpg,SNE,phase1_train,,,
00814939.jpg,SNE,phase1_train,,,
00814940.jpg,SNE,phase1_train,,,
00814941.jpg,SNE,phase1_train,,,
00814944.jpg,SNE,phase1_train,,,
00814945.jpg,SNE,phase1_train,,,
00814948.jpg,SNE,phase1_train,,,
00814949.jpg,SNE,phase1_train,,,
00814952.jpg,SNE,phase1_train,,,
00814954.jpg,SNE,phase1_train,,,
00814955.jpg,SNE,phase1_train,,,
00814956.jpg,SNE,phase1_train,,,
00814957.jpg,SNE,phase1_train,,,
00814958.jpg,SNE,phase1_train,,,
00814961.jpg,SNE,phase1_train,,,
00814981.jpg,SNE,phase1_train,,,
00814982.jpg,SNE,phase1_train,,,
00814985.jpg,SNE,phase1_train,,,
00814989.jpg,SNE,phase1_train,,,
00814990.jpg,SNE,phase1_train,,,
00814992.jpg,SNE,phase1_train,,,
00814997.jpg,SNE,phase1_train,,,
00814998.jpg,SNE,phase1_train,,,
00814999.jpg,SNE,phase1_train,,,
00815000.jpg,SNE,phase1_train,,,
00815002.jpg,SNE,phase1_train,,,
00815003.jpg,SNE,phase1_train,,,
00815005.jpg,SNE,phase1_train,,,
00815008.jpg,SNE,phase1_train,,,
00815009.jpg,SNE,phase1_train,,,
00815010.jpg,SNE,phase1_train,,,
00815011.jpg,SNE,phase1_train,,,
00815012.jpg,SNE,phase1_train,,,
00815015.jpg,SNE,phase1_train,,,
00815018.jpg,SNE,phase1_train,,,
00815019.jpg,SNE,phase1_train,,,
00815024.jpg,SNE,phase1_train,,,
00815025.jpg,SNE,phase1_train,,,
00815026.jpg,SNE,phase1_train,,,
00815027.jpg,SNE,phase1_train,,,
00815028.jpg,SNE,phase1_train,,,
00815030.jpg,SNE,phase1_train,,,
00815033.jpg,SNE,phase1_train,,,
00815036.jpg,SNE,phase1_train,,,
00815037.jpg,SNE,phase1_train,,,
00815039.jpg,SNE,phase1_train,,,
00815042.jpg,SNE,phase1_train,,,
00815043.jpg,SNE,phase1_train,,,
00815045.jpg,SNE,phase1_train,,,
00815047.jpg,SNE,phase1_train,,,
00815048.jpg,SNE,phase1_train,,,
00815049.jpg,SNE,phase1_train,,,
00815051.jpg,SNE,phase1_train,,,
00815052.jpg,SNE,phase1_train,,,
00815054.jpg,SNE,phase1_train,,,
00815061.jpg,SNE,phase1_train,,,
00815062.jpg,SNE,phase1_train,,,
00815064.jpg,SNE,phase1_train,,,
00815081.jpg,SNE,phase1_train,,,
00815087.jpg,SNE,phase1_train,,,
00815089.jpg,SNE,phase1_train,,,
00815090.jpg,SNE,phase1_train,,,
00815093.jpg,SNE,phase1_train,,,
00815094.jpg,SNE,phase1_train,,,
00815095.jpg,SNE,phase1_train,,,
00815100.jpg,SNE,phase1_train,,,
00815105.jpg,SNE,phase1_train,,,
00815108.jpg,SNE,phase1_train,,,
00814996.jpg,VLY,phase1_train,,,
00815020.jpg,VLY,phase1_train,,,
00815103.jpg,VLY,phase1_train,,,
00815106.jpg,VLY,phase1_train,,,
00815107.jpg,VLY,phase1_train,,,
00814744.jpg,BA,phase1_train,,,
00814648.jpg,EO,phase1_train,,,
00814701.jpg,EO,phase1_train,,,
00814743.jpg,EO,phase1_train,,,
00814768.jpg,EO,phase1_train,,,
00814784.jpg,EO,phase1_train,,,
00814789.jpg,EO,phase1_train,,,
00814641.jpg,LY,phase1_train,,,
00814643.jpg,LY,phase1_train,,,
00814644.jpg,LY,phase1_train,,,
00814646.jpg,LY,phase1_train,,,
00814647.jpg,LY,phase1_train,,,
00814650.jpg,LY,phase1_train,,,
00814655.jpg,LY,phase1_train,,,
00814663.jpg,MO,phase1_train,,,
00814672.jpg,VLY,phase1_train,,,
00814674.jpg,LY,phase1_train,,,
00814677.jpg,LY,phase1_train,,,
00814682.jpg,LY,phase1_train,,,
00814693.jpg,LY,phase1_train,,,
00814694.jpg,LY,phase1_train,,,
00814699.jpg,LY,phase1_train,,,
00814700.jpg,LY,phase1_train,,,
00814706.jpg,LY,phase1_train,,,
00814712.jpg,LY,phase1_train,,,
00814713.jpg,LY,phase1_train,,,
00814715.jpg,LY,phase1_train,,,
00814716.jpg,LY,phase1_train,,,
00814717.jpg,LY,phase1_train,,,
00814718.jpg,LY,phase1_train,,,
00814720.jpg,LY,phase1_train,,,
00814722.jpg,LY,phase1_train,,,
00814723.jpg,LY,phase1_train,,,
00814725.jpg,LY,phase1_train,,,
00814728.jpg,MO,phase1_train,,,
00814729.jpg,LY,phase1_train,,,
00814730.jpg,LY,phase1_train,,,
00814733.jpg,MO,phase1_train,,,
00814735.jpg,LY,phase1_train,,,
00814738.jpg,MO,phase1_train,,,
00814739.jpg,LY,phase1_train,,,
00814741.jpg,LY,phase1_train,,,
00814749.jpg,LY,phase1_train,,,
00814759.jpg,MO,phase1_train,,,
00814765.jpg,LY,phase1_train,,,
00814767.jpg,LY,phase1_train,,,
00814769.jpg,LY,phase1_train,,,
00814771.jpg,MO,phase1_train,,,
00814772.jpg,LY,phase1_train,,,
00814774.jpg,LY,phase1_train,,,
00814782.jpg,LY,phase1_train,,,
00814783.jpg,MO,phase1_train,,,
00814785.jpg,LY,phase1_train,,,
00814786.jpg,LY,phase1_train,,,
00814787.jpg,LY,phase1_train,,,
00814788.jpg,LY,phase1_train,,,
00814642.jpg,MO,phase1_train,,,
00814651.jpg,MO,phase1_train,,,
00814658.jpg,MO,phase1_train,,,
00814659.jpg,MO,phase1_train,,,
00814691.jpg,MO,phase1_train,,,
00814692.jpg,MO,phase1_train,,,
00814695.jpg,MO,phase1_train,,,
00814703.jpg,MO,phase1_train,,,
00814708.jpg,MO,phase1_train,,,
00814745.jpg,MO,phase1_train,,,
00814754.jpg,MO,phase1_train,,,
00814773.jpg,MO,phase1_train,,,
00814790.jpg,MO,phase1_train,,,
00814645.jpg,SNE,phase1_train,,,
00814652.jpg,SNE,phase1_train,,,
00814653.jpg,SNE,phase1_train,,,
00814654.jpg,SNE,phase1_train,,,
00814656.jpg,SNE,phase1_train,,,
00814657.jpg,SNE,phase1_train,,,
00814661.jpg,SNE,phase1_train,,,
00814662.jpg,SNE,phase1_train,,,
00814669.jpg,SNE,phase1_train,,,
00814670.jpg,SNE,phase1_train,,,
00814671.jpg,SNE,phase1_train,,,
00814673.jpg,SNE,phase1_train,,,
00814675.jpg,SNE,phase1_train,,,
00814680.jpg,SNE,phase1_train,,,
00814683.jpg,SNE,phase1_train,,,
00814687.jpg,SNE,phase1_train,,,
00814698.jpg,SNE,phase1_train,,,
00814705.jpg,SNE,phase1_train,,,
00814709.jpg,SNE,phase1_train,,,
00814719.jpg,SNE,phase1_train,,,
00814724.jpg,SNE,phase1_train,,,
00814726.jpg,SNE,phase1_train,,,
00814727.jpg,SNE,phase1_train,,,
00814731.jpg,SNE,phase1_train,,,
00814746.jpg,SNE,phase1_train,,,
00814748.jpg,SNE,phase1_train,,,
00814751.jpg,SNE,phase1_train,,,
00814752.jpg,SNE,phase1_train,,,
00814755.jpg,SNE,phase1_train,,,
00814756.jpg,SNE,phase1_train,,,
00814760.jpg,SNE,phase1_train,,,
00814761.jpg,SNE,phase1_train,,,
00814763.jpg,SNE,phase1_train,,,
00814776.jpg,SNE,phase1_train,,,
00814779.jpg,SNE,phase1_train,,,
00814780.jpg,SNE,phase1_train,,,
00814668.jpg,VLY,phase1_train,,,
00814688.jpg,VLY,phase1_train,,,
00814737.jpg,VLY,phase1_train,,,
00814742.jpg,VLY,phase1_train,,,
00814747.jpg,VLY,phase1_train,,,
00814766.jpg,VLY,phase1_train,,,
00814770.jpg,VLY,phase1_train,,,
00830049.jpg,BA,phase1_train,,,
00830091.jpg,BA,phase1_train,,,
00830014.jpg,EO,phase1_train,,,
00830128.jpg,EO,phase1_train,,,
00830013.jpg,LY,phase1_train,,,
00830015.jpg,LY,phase1_train,,,
00830017.jpg,LY,phase1_train,,,
00830021.jpg,LY,phase1_train,,,
00830026.jpg,LY,phase1_train,,,
00830028.jpg,LY,phase1_train,,,
00830032.jpg,LY,phase1_train,,,
00830037.jpg,BL,phase1_train,,,
00830039.jpg,LY,phase1_train,,,
00830040.jpg,LY,phase1_train,,,
00830045.jpg,LY,phase1_train,,,
00830046.jpg,LY,phase1_train,,,
00830047.jpg,LY,phase1_train,,,
00830050.jpg,LY,phase1_train,,,
00830051.jpg,LY,phase1_train,,,
00830057.jpg,LY,phase1_train,,,
00830062.jpg,LY,phase1_train,,,
00830064.jpg,MO,phase1_train,,,
00830067.jpg,LY,phase1_train,,,
00830073.jpg,LY,phase1_train,,,
00830078.jpg,LY,phase1_train,,,
00830080.jpg,LY,phase1_train,,,
00830093.jpg,LY,phase1_train,,,
00830095.jpg,LY,phase1_train,,,
00830098.jpg,LY,phase1_train,,,
00830100.jpg,LY,phase1_train,,,
00830101.jpg,LY,phase1_train,,,
00830103.jpg,LY,phase1_train,,,
00830105.jpg,LY,phase1_train,,,
00830110.jpg,LY,phase1_train,,,
00830120.jpg,LY,phase1_train,,,
00830129.jpg,LY,phase1_train,,,
00830133.jpg,LY,phase1_train,,,
00830134.jpg,LY,phase1_train,,,
00830138.jpg,LY,phase1_train,,,
00830141.jpg,LY,phase1_train,,,
00830143.jpg,LY,phase1_train,,,
00830144.jpg,LY,phase1_train,,,
00830145.jpg,LY,phase1_train,,,
00830147.jpg,LY,phase1_train,,,
00830018.jpg,MO,phase1_train,,,
00830043.jpg,MO,phase1_train,,,
00830055.jpg,MO,phase1_train,,,
00830059.jpg,MO,phase1_train,,,
00830066.jpg,MO,phase1_train,,,
00830071.jpg,MO,phase1_train,,,
00830077.jpg,MO,phase1_train,,,
00830086.jpg,MO,phase1_train,,,
00830102.jpg,MO,phase1_train,,,
00830104.jpg,MO,phase1_train,,,
00830109.jpg,MO,phase1_train,,,
00830117.jpg,MO,phase1_train,,,
00830121.jpg,MO,phase1_train,,,
00830131.jpg,MO,phase1_train,,,
00830136.jpg,MO,phase1_train,,,
00830016.jpg,SNE,phase1_train,,,
00830019.jpg,SNE,phase1_train,,,
00830020.jpg,SNE,phase1_train,,,
00830022.jpg,SNE,phase1_train,,,
00830023.jpg,SNE,phase1_train,,,
00830024.jpg,SNE,phase1_train,,,
00830027.jpg,SNE,phase1_train,,,
00830029.jpg,SNE,phase1_train,,,
00830031.jpg,SNE,phase1_train,,,
00830033.jpg,SNE,phase1_train,,,
00830034.jpg,SNE,phase1_train,,,
00830035.jpg,SNE,phase1_train,,,
00830041.jpg,SNE,phase1_train,,,
00830042.jpg,SNE,phase1_train,,,
00830052.jpg,SNE,phase1_train,,,
00830053.jpg,SNE,phase1_train,,,
00830054.jpg,SNE,phase1_train,,,
00830056.jpg,SNE,phase1_train,,,
00830058.jpg,SNE,phase1_train,,,
00830061.jpg,SNE,phase1_train,,,
00830065.jpg,SNE,phase1_train,,,
00830069.jpg,SNE,phase1_train,,,
00830070.jpg,SNE,phase1_train,,,
00830072.jpg,SNE,phase1_train,,,
00830074.jpg,SNE,phase1_train,,,
00830075.jpg,SNE,phase1_train,,,
00830079.jpg,SNE,phase1_train,,,
00830082.jpg,SNE,phase1_train,,,
00830083.jpg,SNE,phase1_train,,,
00830084.jpg,SNE,phase1_train,,,
00830087.jpg,SNE,phase1_train,,,
00830088.jpg,SNE,phase1_train,,,
00830089.jpg,SNE,phase1_train,,,
00830090.jpg,SNE,phase1_train,,,
00830092.jpg,SNE,phase1_train,,,
00830094.jpg,SNE,phase1_train,,,
00830096.jpg,SNE,phase1_train,,,
00830097.jpg,SNE,phase1_train,,,
00830099.jpg,SNE,phase1_train,,,
00830108.jpg,SNE,phase1_train,,,
00830111.jpg,SNE,phase1_train,,,
00830112.jpg,SNE,phase1_train,,,
00830114.jpg,SNE,phase1_train,,,
00830115.jpg,SNE,phase1_train,,,
00830116.jpg,SNE,phase1_train,,,
00830123.jpg,SNE,phase1_train,,,
00830126.jpg,SNE,phase1_train,,,
00830127.jpg,SNE,phase1_train,,,
00830130.jpg,SNE,phase1_train,,,
00830132.jpg,SNE,phase1_train,,,
00830135.jpg,SNE,phase1_train,,,
00830139.jpg,SNE,phase1_train,,,
00830140.jpg,SNE,phase1_train,,,
00830142.jpg,SNE,phase1_train,,,
00830063.jpg,VLY,phase1_train,,,
00830125.jpg,LY,phase1_train,,,
00854232.jpg,LY,phase1_train,,,
00854233.jpg,LY,phase1_train,,,
00854235.jpg,LY,phase1_train,,,
00854236.jpg,LY,phase1_train,,,
00854237.jpg,LY,phase1_train,,,
00854238.jpg,LY,phase1_train,,,
00854241.jpg,LY,phase1_train,,,
00854242.jpg,LY,phase1_train,,,
00854243.jpg,LY,phase1_train,,,
00854244.jpg,LY,phase1_train,,,
00854246.jpg,LY,phase1_train,,,
00854247.jpg,LY,phase1_train,,,
00854250.jpg,LY,phase1_train,,,
00854251.jpg,LY,phase1_train,,,
00854253.jpg,LY,phase1_train,,,
00854257.jpg,LY,phase1_train,,,
00854258.jpg,LY,phase1_train,,,
00854259.jpg,LY,phase1_train,,,
00854261.jpg,LY,phase1_train,,,
00854262.jpg,MO,phase1_train,,,
00854264.jpg,MO,phase1_train,,,
00854270.jpg,MO,phase1_train,,,
00854271.jpg,LY,phase1_train,,,
00854275.jpg,LY,phase1_train,,,
00854276.jpg,LY,phase1_train,,,
00854277.jpg,LY,phase1_train,,,
00854278.jpg,MO,phase1_train,,,
00854283.jpg,LY,phase1_train,,,
00854284.jpg,LY,phase1_train,,,
00854285.jpg,LY,phase1_train,,,
00854286.jpg,LY,phase1_train,,,
00854287.jpg,LY,phase1_train,,,
00854289.jpg,LY,phase1_train,,,
00854290.jpg,MO,phase1_train,,,
00854292.jpg,LY,phase1_train,,,
00854295.jpg,LY,phase1_train,,,
00854296.jpg,LY,phase1_train,,,
00854298.jpg,LY,phase1_train,,,
00854299.jpg,LY,phase1_train,,,
00854300.jpg,LY,phase1_train,,,
00854301.jpg,LY,phase1_train,,,
00854303.jpg,LY,phase1_train,,,
00854304.jpg,LY,phase1_train,,,
00854306.jpg,LY,phase1_train,,,
00854308.jpg,MO,phase1_train,,,
00854309.jpg,LY,phase1_train,,,
00854310.jpg,LY,phase1_train,,,
00854311.jpg,LY,phase1_train,,,
00854312.jpg,LY,phase1_train,,,
00854315.jpg,LY,phase1_train,,,
00854316.jpg,LY,phase1_train,,,
00854317.jpg,LY,phase1_train,,,
00854319.jpg,LY,phase1_train,,,
00854320.jpg,LY,phase1_train,,,
00854321.jpg,LY,phase1_train,,,
00854322.jpg,LY,phase1_train,,,
00854323.jpg,MO,phase1_train,,,
00854325.jpg,LY,phase1_train,,,
00854327.jpg,LY,phase1_train,,,
00854328.jpg,LY,phase1_train,,,
00854329.jpg,MO,phase1_train,,,
00854330.jpg,LY,phase1_train,,,
00854332.jpg,LY,phase1_train,,,
00854333.jpg,LY,phase1_train,,,
00854334.jpg,MO,phase1_train,,,
00854336.jpg,MO,phase1_train,,,
00854339.jpg,LY,phase1_train,,,
00854341.jpg,LY,phase1_train,,,
00854343.jpg,LY,phase1_train,,,
00854344.jpg,LY,phase1_train,,,
00854346.jpg,LY,phase1_train,,,
00854347.jpg,MO,phase1_train,,,
00854351.jpg,LY,phase1_train,,,
00854352.jpg,LY,phase1_train,,,
00854353.jpg,LY,phase1_train,,,
00854356.jpg,LY,phase1_train,,,
00854358.jpg,LY,phase1_train,,,
00854362.jpg,LY,phase1_train,,,
00854363.jpg,LY,phase1_train,,,
00854364.jpg,LY,phase1_train,,,
00854365.jpg,LY,phase1_train,,,
00854366.jpg,LY,phase1_train,,,
00854234.jpg,BL,phase1_train,,,
00854248.jpg,BL,phase1_train,,,
00854254.jpg,BL,phase1_train,,,
00854260.jpg,BL,phase1_train,,,
00854265.jpg,BL,phase1_train,,,
00854266.jpg,MO,phase1_train,,,
00854279.jpg,MO,phase1_train,,,
00854291.jpg,LY,phase1_train,,,
00854294.jpg,MO,phase1_train,,,
00854302.jpg,BL,phase1_train,,,
00854318.jpg,BL,phase1_train,,,
00854331.jpg,MO,phase1_train,,,
00854337.jpg,MO,phase1_train,,,
00854340.jpg,MO,phase1_train,,,
00854348.jpg,MO,phase1_train,,,
00854361.jpg,MO,phase1_train,,,
00854240.jpg,SNE,phase1_train,,,
00854245.jpg,SNE,phase1_train,,,
00854249.jpg,SNE,phase1_train,,,
00854255.jpg,SNE,phase1_train,,,
00854267.jpg,SNE,phase1_train,,,
00854273.jpg,SNE,phase1_train,,,
00854274.jpg,SNE,phase1_train,,,
00854281.jpg,SNE,phase1_train,,,
00854282.jpg,SNE,phase1_train,,,
00854293.jpg,SNE,phase1_train,,,
00854297.jpg,SNE,phase1_train,,,
00854314.jpg,SNE,phase1_train,,,
00854324.jpg,SNE,phase1_train,,,
00854335.jpg,SNE,phase1_train,,,
00854345.jpg,SNE,phase1_train,,,
00854355.jpg,SNE,phase1_train,,,
00854268.jpg,BL,phase1_train,,,
00854280.jpg,BL,phase1_train,,,
00854326.jpg,BL,phase1_train,,,
00854354.jpg,BL,phase1_train,,,
00854359.jpg,BL,phase1_train,,,
00857557.jpg,BL,phase1_train,,,
00857645.jpg,BL,phase1_train,,,
00857533.jpg,BNE,phase1_train,,,
00857541.jpg,BNE,phase1_train,,,
00857595.jpg,BNE,phase1_train,,,
00857629.jpg,BNE,phase1_train,,,
00857631.jpg,EO,phase1_train,,,
00857637.jpg,EO,phase1_train,,,
00857655.jpg,EO,phase1_train,,,
00857536.jpg,LY,phase1_train,,,
00857542.jpg,LY,phase1_train,,,
00857551.jpg,LY,phase1_train,,,
00857554.jpg,LY,phase1_train,,,
00857567.jpg,LY,phase1_train,,,
00857580.jpg,LY,phase1_train,,,
00857581.jpg,LY,phase1_train,,,
00857602.jpg,LY,phase1_train,,,
00857610.jpg,MMY,phase1_train,,,
00857613.jpg,LY,phase1_train,,,
00857618.jpg,LY,phase1_train,,,
00857624.jpg,LY,phase1_train,,,
00857650.jpg,LY,phase1_train,,,
00857571.jpg,MMY,phase1_train,,,
00857617.jpg,MMY,phase1_train,,,
00857658.jpg,MMY,phase1_train,,,
00857558.jpg,MO,phase1_train,,,
00857575.jpg,MO,phase1_train,,,
00857646.jpg,MY,phase1_train,,,
00857569.jpg,MY,phase1_train,,,
00857573.jpg,MY,phase1_train,,,
00857585.jpg,MY,phase1_train,,,
00857586.jpg,MY,phase1_train,,,
00857591.jpg,MY,phase1_train,,,
00857620.jpg,MY,phase1_train,,,
00857632.jpg,MY,phase1_train,,,
00857534.jpg,SNE,phase1_train,,,
00857535.jpg,SNE,phase1_train,,,
